Country Name,Country Code,GDP Type,Year,GDP Value
"Middle East & North Africa (all income levels)","MEA","GDP per capita (current US$)",1998,2655.91350407115
"Mexico","MEX","GDP per capita (current US$)",1998,5038.62977470959
"Marshall Islands","MHL","GDP per capita (current US$)",1998,2093.56473156851
"Middle income","MIC","GDP per capita (current US$)",1998,1124.01647393416
"Macedonia, FYR","MKD","GDP per capita (current US$)",1998,1799.70139860163
"Mali","MLI","GDP per capita (current US$)",1998,279.598693670647
"Malta","MLT","GDP per capita (current US$)",1998,10091.2797969916
"Middle East & North Africa (developing only)","MNA","GDP per capita (current US$)",1998,1525.28089771121
"Mongolia","MNG","GDP per capita (current US$)",1998,477.350130045148
"Mozambique","MOZ","GDP per capita (current US$)",1998,281.407675508347
"Mauritania","MRT","GDP per capita (current US$)",1998,538.958965453971
"Mauritius","MUS","GDP per capita (current US$)",1998,3593.24156856113
"Malawi","MWI","GDP per capita (current US$)",1998,165.719340711292
"Malaysia","MYS","GDP per capita (current US$)",1998,3227.80841807922
"North America","NAC","GDP per capita (current US$)",1998,31759.9976406125
"Namibia","NAM","GDP per capita (current US$)",1998,2114.1971084664
"New Caledonia","NCL","GDP per capita (current US$)",1998,15387.8695836451
"Niger","NER","GDP per capita (current US$)",1998,199.0612129469
"Nigeria","NGA","GDP per capita (current US$)",1998,273.86979724431
"Nicaragua","NIC","GDP per capita (current US$)",1998,951.873156782224
"Netherlands","NLD","GDP per capita (current US$)",1998,27533.6067928156
"High income: nonOECD","NOC","GDP per capita (current US$)",1998,5752.24416874033
"Norway","NOR","GDP per capita (current US$)",1998,34788.7785642698
"Nepal","NPL","GDP per capita (current US$)",1998,212.374254647089
"New Zealand","NZL","GDP per capita (current US$)",1998,14738.4800207116
"High income: OECD","OEC","GDP per capita (current US$)",1998,25074.0091986197
"OECD members","OED","GDP per capita (current US$)",1998,22205.9380515193
"Oman","OMN","GDP per capita (current US$)",1998,6330.72674546056
"Other small states","OSS","GDP per capita (current US$)",1998,1601.11327848656
"Pakistan","PAK","GDP per capita (current US$)",1998,471.102357076538
"Panama","PAN","GDP per capita (current US$)",1998,3755.08821752411
"Peru","PER","GDP per capita (current US$)",1998,2164.08850865913
"Philippines","PHL","GDP per capita (current US$)",1998,967.193590593342
"Palau","PLW","GDP per capita (current US$)",1998,6333.40531202764
"Papua New Guinea","PNG","GDP per capita (current US$)",1998,742.787291833812
"Poland","POL","GDP per capita (current US$)",1998,4483.23688767509
"Puerto Rico","PRI","GDP per capita (current US$)",1998,14304.4073670605
"Portugal","PRT","GDP per capita (current US$)",1998,12202.6914067704
"Paraguay","PRY","GDP per capita (current US$)",1998,1773.24127969537
"Pacific island small states","PSS","GDP per capita (current US$)",1998,1767.98181098355
"French Polynesia","PYF","GDP per capita (current US$)",1998,16530.1725080536
"Qatar","QAT","GDP per capita (current US$)",1998,18693.3258250231
"Romania","ROU","GDP per capita (current US$)",1998,1864.99138698554
"Russian Federation","RUS","GDP per capita (current US$)",1998,1834.84693733287
"Rwanda","RWA","GDP per capita (current US$)",1998,282.288664637388
"South Asia","SAS","GDP per capita (current US$)",1998,422.774551526007
"Saudi Arabia","SAU","GDP per capita (current US$)",1998,7180.15043990568
"Sudan","SDN","GDP per capita (current US$)",1998,342.269990336336
"Senegal","SEN","GDP per capita (current US$)",1998,535.888498716917
"Singapore","SGP","GDP per capita (current US$)",1998,21824.0355777162
"Solomon Islands","SLB","GDP per capita (current US$)",1998,1206.63324205585
"Sierra Leone","SLE","GDP per capita (current US$)",1998,173.360902763882
"El Salvador","SLV","GDP per capita (current US$)",1998,2093.48727134844
"Serbia","SRB","GDP per capita (current US$)",1998,2416.06907743118
"Sub-Saharan Africa (developing only)","SSA","GDP per capita (current US$)",1998,530.46985255979
"Sub-Saharan Africa (all income levels)","SSF","GDP per capita (current US$)",1998,531.526902017478
"Small states","SST","GDP per capita (current US$)",1998,2355.21477068634
"Suriname","SUR","GDP per capita (current US$)",1998,2014.46148861243
"Slovak Republic","SVK","GDP per capita (current US$)",1998,5533.58884487639
"Slovenia","SVN","GDP per capita (current US$)",1998,11165.2750214767
"Sweden","SWE","GDP per capita (current US$)",1998,30143.627458278
"Swaziland","SWZ","GDP per capita (current US$)",1998,1532.91872263161
"Seychelles","SYC","GDP per capita (current US$)",1998,7715.91814709341
"Syrian Arab Republic","SYR","GDP per capita (current US$)",1998,976.366134034732
"Chad","TCD","GDP per capita (current US$)",1998,224.840097600603
"Togo","TGO","GDP per capita (current US$)",1998,343.222847945912
"Thailand","THA","GDP per capita (current US$)",1998,1855.9003833517
"Tajikistan","TJK","GDP per capita (current US$)",1998,219.57069813286
"Turkmenistan","TKM","GDP per capita (current US$)",1998,592.836032793122
"Tonga","TON","GDP per capita (current US$)",1998,1946.49099228401
"Trinidad and Tobago","TTO","GDP per capita (current US$)",1998,4786.91778679879
"Tunisia","TUN","GDP per capita (current US$)",1998,2336.08394315192
"Turkey","TUR","GDP per capita (current US$)",1998,4389.72457392675
"Tuvalu","TUV","GDP per capita (current US$)",1998,1366.76728008263
"Tanzania","TZA","GDP per capita (current US$)",1998,297.512239768318
"Uganda","UGA","GDP per capita (current US$)",1998,294.796582723064
"Ukraine","UKR","GDP per capita (current US$)",1998,835.260327408976
"Upper middle income","UMC","GDP per capita (current US$)",1998,1785.6641333896
"Uruguay","URY","GDP per capita (current US$)",1998,7711.08593949129
"United States","USA","GDP per capita (current US$)",1998,32949.1977640346
"Uzbekistan","UZB","GDP per capita (current US$)",1998,623.216132835985
"St. Vincent and the Grenadines","VCT","GDP per capita (current US$)",1998,3461.91134214002
"Venezuela, RB","VEN","GDP per capita (current US$)",1998,3875.90484309835
"Vietnam","VNM","GDP per capita (current US$)",1998,360.600798022492
"Vanuatu","VUT","GDP per capita (current US$)",1998,1472.99017694457
"West Bank and Gaza","PSE","GDP per capita (current US$)",1998,1465.00750402963
"World","WLD","GDP per capita (current US$)",1998,5222.719684885
"Samoa","WSM","GDP per capita (current US$)",1998,1557.88577342027
"Yemen, Rep.","YEM","GDP per capita (current US$)",1998,375.831503385967
"South Africa","ZAF","GDP per capita (current US$)",1998,3288.20376525642
"Congo, Dem. Rep.","COD","GDP per capita (current US$)",1998,136.166396266669
"Zambia","ZMB","GDP per capita (current US$)",1998,352.555092019673
"Zimbabwe","ZWE","GDP per capita (current US$)",1998,523.603769507854
"Aruba","ABW","GDP per capita (current US$)",1999,19356.4208651472
"Andorra","AND","GDP per capita (current US$)",1999,19323.8925471569
"Angola","AGO","GDP per capita (current US$)",1999,421.376777333568
"Albania","ALB","GDP per capita (current US$)",1999,1098.42546338936
"Arab World","ARB","GDP per capita (current US$)",1999,2323.32871638421
"United Arab Emirates","ARE","GDP per capita (current US$)",1999,29278.7686208249
"Argentina","ARG","GDP per capita (current US$)",1999,7736.37257792733
"Armenia","ARM","GDP per capita (current US$)",1999,596.505996304047
"Antigua and Barbuda","ATG","GDP per capita (current US$)",1999,8572.37348077816
"Australia","AUS","GDP per capita (current US$)",1999,20536.4123093012
"Austria","AUT","GDP per capita (current US$)",1999,27116.6760790806
"Azerbaijan","AZE","GDP per capita (current US$)",1999,573.8902561721
"Burundi","BDI","GDP per capita (current US$)",1999,121.997730782135
"Belgium","BEL","GDP per capita (current US$)",1999,25444.1392583071
"Benin","BEN","GDP per capita (current US$)",1999,399.049255834198
"Burkina Faso","BFA","GDP per capita (current US$)",1999,267.186160930964
"Bangladesh","BGD","GDP per capita (current US$)",1999,398.229546291623
"Bulgaria","BGR","GDP per capita (current US$)",1999,1643.6098949729
"Bahrain","BHR","GDP per capita (current US$)",1999,10330.7365414172
"Bahamas, The","BHS","GDP per capita (current US$)",1999,20505.947433679
"Bosnia and Herzegovina","BIH","GDP per capita (current US$)",1999,1238.17338507275
"Belarus","BLR","GDP per capita (current US$)",1999,1209.61488077994
"Belize","BLZ","GDP per capita (current US$)",1999,3065.51791107316
"Bermuda","BMU","GDP per capita (current US$)",1999,54245.459737293
"Bolivia","BOL","GDP per capita (current US$)",1999,1012.51002079666
"Brazil","BRA","GDP per capita (current US$)",1999,3461.61285821317
"Barbados","BRB","GDP per capita (current US$)",1999,11200.2906803404
"Brunei Darussalam","BRN","GDP per capita (current US$)",1999,14205.7737205539
"Bhutan","BTN","GDP per capita (current US$)",1999,764.124259869364
"Botswana","BWA","GDP per capita (current US$)",1999,3210.23188047215
"Central African Republic","CAF","GDP per capita (current US$)",1999,273.581357915598
"Canada","CAN","GDP per capita (current US$)",1999,22109.6039862186
"Central Europe and the Baltics","CEB","GDP per capita (current US$)",1999,3963.39687263777
"Switzerland","CHE","GDP per capita (current US$)",1999,40577.3366287001
"Channel Islands","CHI","GDP per capita (current US$)",1999,42406.9328479547
"Chile","CHL","GDP per capita (current US$)",1999,4872.69214829219
"China","CHN","GDP per capita (current US$)",1999,869.654882082718
"Cote d'Ivoire","CIV","GDP per capita (current US$)",1999,766.933622706909
"Cameroon","CMR","GDP per capita (current US$)",1999,675.923864855214
"Congo, Rep.","COG","GDP per capita (current US$)",1999,776.36329451757
"Colombia","COL","GDP per capita (current US$)",1999,2164.43287645619
"Comoros","COM","GDP per capita (current US$)",1999,416.888371902037
"Cabo Verde","CPV","GDP per capita (current US$)",1999,1379.07309314039
"Costa Rica","CRI","GDP per capita (current US$)",1999,4104.36368876877
"Caribbean small states","CSS","GDP per capita (current US$)",1999,4635.60608387921
"Cuba","CUB","GDP per capita (current US$)",1999,2559.92821988454
"Cyprus","CYP","GDP per capita (current US$)",1999,15208.7724566759
"Czech Republic","CZE","GDP per capita (current US$)",1999,6293.30438711993
"Germany","DEU","GDP per capita (current US$)",1999,26795.9911316814
"Djibouti","DJI","GDP per capita (current US$)",1999,754.349735309685
"Dominica","DMA","GDP per capita (current US$)",1999,3830.22997928913
"Denmark","DNK","GDP per capita (current US$)",1999,33440.8016200638
"Dominican Republic","DOM","GDP per capita (current US$)",1999,2575.56388144593
"Algeria","DZA","GDP per capita (current US$)",1999,1580.95756935003
"East Asia & Pacific (developing only)","EAP","GDP per capita (current US$)",1999,876.158991972485
"East Asia & Pacific (all income levels)","EAS","GDP per capita (current US$)",1999,3713.63211223121
"Europe & Central Asia (developing only)","ECA","GDP per capita (current US$)",1999,1733.69285264668
"Europe & Central Asia (all income levels)","ECS","GDP per capita (current US$)",1999,12237.9743535441
"Ecuador","ECU","GDP per capita (current US$)",1999,1584.46344346497
"Egypt, Arab Rep.","EGY","GDP per capita (current US$)",1999,1351.6140100333
"Euro area","EMU","GDP per capita (current US$)",1999,22263.2469907072
"Eritrea","ERI","GDP per capita (current US$)",1999,200.871844205962
"Spain","ESP","GDP per capita (current US$)",1999,15859.0860257836
"Estonia","EST","GDP per capita (current US$)",1999,4148.06045833246
"Ethiopia","ETH","GDP per capita (current US$)",1999,119.299988763872
"European Union","EUU","GDP per capita (current US$)",1999,19481.3703337353
"Fragile and conflict affected situations","FCS","GDP per capita (current US$)",1999,555.53119169694
"Finland","FIN","GDP per capita (current US$)",1999,26178.7917845508
"Fiji","FJI","GDP per capita (current US$)",1999,2408.16546581581
"France","FRA","GDP per capita (current US$)",1999,24799.2960096043
"Faroe Islands","FRO","GDP per capita (current US$)",1999,24550.3897333885
"Micronesia, Fed. Sts.","FSM","GDP per capita (current US$)",1999,2046.79151825467
"Gabon","GAB","GDP per capita (current US$)",1999,3878.03185281526
"United Kingdom","GBR","GDP per capita (current US$)",1999,26675.9155954667
"Georgia","GEO","GDP per capita (current US$)",1999,628.865651645466
"Ghana","GHA","GDP per capita (current US$)",1999,419.885550884737
"Guinea","GIN","GDP per capita (current US$)",1999,400.27151641225
"Gambia, The","GMB","GDP per capita (current US$)",1999,682.965714451699
"Guinea-Bissau","GNB","GDP per capita (current US$)",1999,174.296766431254
"Equatorial Guinea","GNQ","GDP per capita (current US$)",1999,1209.9376945195
"Greece","GRC","GDP per capita (current US$)",1999,13245.1894634121
"Grenada","GRD","GDP per capita (current US$)",1999,3742.3665717748
"Greenland","GRL","GDP per capita (current US$)",1999,20170.322763798
"Guatemala","GTM","GDP per capita (current US$)",1999,1605.52801856597
"Guyana","GUY","GDP per capita (current US$)",1999,938.618364037151
"High income","HIC","GDP per capita (current US$)",1999,21456.4199213139
"Hong Kong SAR, China","HKG","GDP per capita (current US$)",1999,25091.6665997966
"Honduras","HND","GDP per capita (current US$)",1999,878.651350046785
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita (current US$)",1999,311.254655734184
"Croatia","HRV","GDP per capita (current US$)",1999,5135.4733413906
"Haiti","HTI","GDP per capita (current US$)",1999,494.23377330652
"Hungary","HUN","GDP per capita (current US$)",1999,4789.53295389443
"Indonesia","IDN","GDP per capita (current US$)",1999,671.005634084103
"Isle of Man","IMN","GDP per capita (current US$)",1999,20657.4369305144
"India","IND","GDP per capita (current US$)",1999,451.089144230562
"Ireland","IRL","GDP per capita (current US$)",1999,26283.4913807918
"Iran, Islamic Rep.","IRN","GDP per capita (current US$)",1999,1757.45313199003
"Iceland","ISL","GDP per capita (current US$)",1999,32187.4455118378
"Israel","ISR","GDP per capita (current US$)",1999,19136.7115728094
"Italy","ITA","GDP per capita (current US$)",1999,21945.506342157
"Jamaica","JAM","GDP per capita (current US$)",1999,3416.77461470816
"Jordan","JOR","GDP per capita (current US$)",1999,1740.91759791689
"Japan","JPN","GDP per capita (current US$)",1999,35004.0612719044
"Kazakhstan","KAZ","GDP per capita (current US$)",1999,1130.11359233563
"Kenya","KEN","GDP per capita (current US$)",1999,425.593592101591
"Kyrgyz Republic","KGZ","GDP per capita (current US$)",1999,258.049339959105
"Cambodia","KHM","GDP per capita (current US$)",1999,294.865211978005
"Kiribati","KIR","GDP per capita (current US$)",1999,850.873567624752
"St. Kitts and Nevis","KNA","GDP per capita (current US$)",1999,8678.27761860363
"Korea, Rep.","KOR","GDP per capita (current US$)",1999,10432.210803657
"Kuwait","KWT","GDP per capita (current US$)",1999,16254.4030036144
"Latin America & Caribbean (developing only)","LAC","GDP per capita (current US$)",1999,3431.73352332987
"Lao PDR","LAO","GDP per capita (current US$)",1999,276.707260960585
"Lebanon","LBN","GDP per capita (current US$)",1999,5509.32024985468
"Liberia","LBR","GDP per capita (current US$)",1999,161.137665473392
"Libya","LBY","GDP per capita (current US$)",1999,6858.6986843947
"St. Lucia","LCA","GDP per capita (current US$)",1999,4465.68653090743
"Latin America & Caribbean (all income levels)","LCN","GDP per capita (current US$)",1999,3953.05638462379
"Least developed countries: UN classification","LDC","GDP per capita (current US$)",1999,274.478498744912
"Low income","LIC","GDP per capita (current US$)",1999,228.975572116425
"Liechtenstein","LIE","GDP per capita (current US$)",1999,81116.3992689044
"Sri Lanka","LKA","GDP per capita (current US$)",1999,821.596453392897
"Lower middle income","LMC","GDP per capita (current US$)",1999,545.949497483171
"Low & middle income","LMY","GDP per capita (current US$)",1999,1021.18303868456
"Lesotho","LSO","GDP per capita (current US$)",1999,435.706175556827
"Lithuania","LTU","GDP per capita (current US$)",1999,3113.54642795619
"Luxembourg","LUX","GDP per capita (current US$)",1999,51903.9296812931
"Latvia","LVA","GDP per capita (current US$)",1999,3150.05062686265
"Macao SAR, China","MAC","GDP per capita (current US$)",1999,13907.5045751927
"Morocco","MAR","GDP per capita (current US$)",1999,1373.90860138396
"Monaco","MCO","GDP per capita (current US$)",1999,91398.311296276
"Moldova","MDA","GDP per capita (current US$)",1999,321.02679648144
"Madagascar","MDG","GDP per capita (current US$)",1999,243.566786035185
"Maldives","MDV","GDP per capita (current US$)",1999,2104.42769146741
"Middle East & North Africa (all income levels)","MEA","GDP per capita (current US$)",1999,2789.67671493429
"Mexico","MEX","GDP per capita (current US$)",1999,5722.12213857305
"Marshall Islands","MHL","GDP per capita (current US$)",1999,2073.48669519932
"Middle income","MIC","GDP per capita (current US$)",1999,1097.1087457024
"Macedonia, FYR","MKD","GDP per capita (current US$)",1999,1837.23020824662
"Mali","MLI","GDP per capita (current US$)",1999,273.701772737289
"Malta","MLT","GDP per capita (current US$)",1999,10301.4232851886
"Middle East & North Africa (developing only)","MNA","GDP per capita (current US$)",1999,1582.72825901169
"Mongolia","MNG","GDP per capita (current US$)",1999,445.006389869769
"Mozambique","MOZ","GDP per capita (current US$)",1999,298.329718886582
"Mauritania","MRT","GDP per capita (current US$)",1999,534.512005356278
"Mauritius","MUS","GDP per capita (current US$)",1999,3651.23107830889
"Malawi","MWI","GDP per capita (current US$)",1999,163.189802198731
"Malaysia","MYS","GDP per capita (current US$)",1999,3456.50039543594
"North America","NAC","GDP per capita (current US$)",1999,33392.3044949251
"Namibia","NAM","GDP per capita (current US$)",1999,2056.1639609711
"New Caledonia","NCL","GDP per capita (current US$)",1999,14611.8328032133
"Niger","NER","GDP per capita (current US$)",1999,186.499654580019
"Nigeria","NGA","GDP per capita (current US$)",1999,299.356765948378
"Nicaragua","NIC","GDP per capita (current US$)",1999,981.02029102245
"Netherlands","NLD","GDP per capita (current US$)",1999,27951.734289323
"High income: nonOECD","NOC","GDP per capita (current US$)",1999,5629.7529189111
"Norway","NOR","GDP per capita (current US$)",1999,36371.3957875661
"Nepal","NPL","GDP per capita (current US$)",1999,215.896673454097
"New Zealand","NZL","GDP per capita (current US$)",1999,15322.245999552
"High income: OECD","OEC","GDP per capita (current US$)",1999,26176.6024259993
"OECD members","OED","GDP per capita (current US$)",1999,23165.9788995122
"Oman","OMN","GDP per capita (current US$)",1999,7059.21472458014
"Other small states","OSS","GDP per capita (current US$)",1999,1662.99341217707
"Pakistan","PAK","GDP per capita (current US$)",1999,465.927242312637
"Panama","PAN","GDP per capita (current US$)",1999,3857.08942146184
"Peru","PER","GDP per capita (current US$)",1999,1929.98381252485
"Philippines","PHL","GDP per capita (current US$)",1999,1087.95834435796
"Palau","PLW","GDP per capita (current US$)",1999,6011.49486174383
"Papua New Guinea","PNG","GDP per capita (current US$)",1999,663.958583284178
"Poland","POL","GDP per capita (current US$)",1999,4351.37460479457
"Puerto Rico","PRI","GDP per capita (current US$)",1999,15220.9792370215
"Portugal","PRT","GDP per capita (current US$)",1999,12474.8180820119
"Paraguay","PRY","GDP per capita (current US$)",1999,1614.90372735374
"Pacific island small states","PSS","GDP per capita (current US$)",1999,1901.34450646174
"French Polynesia","PYF","GDP per capita (current US$)",1999,16299.2842798506
"Qatar","QAT","GDP per capita (current US$)",1999,21717.8373661499
"Romania","ROU","GDP per capita (current US$)",1999,1610.1343704598
"Russian Federation","RUS","GDP per capita (current US$)",1999,1330.75146395036
"Rwanda","RWA","GDP per capita (current US$)",1999,239.63360901592
"South Asia","SAS","GDP per capita (current US$)",1999,444.57239289432
"Saudi Arabia","SAU","GDP per capita (current US$)",1999,7728.67638802958
"Sudan","SDN","GDP per capita (current US$)",1999,315.988004054187
"Senegal","SEN","GDP per capita (current US$)",1999,534.85520617601
"Singapore","SGP","GDP per capita (current US$)",1999,21795.6969567352
"Solomon Islands","SLB","GDP per capita (current US$)",1999,1201.57304366094
"Sierra Leone","SLE","GDP per capita (current US$)",1999,169.515996979495
"El Salvador","SLV","GDP per capita (current US$)",1999,2158.14296547927
"San Marino","SMR","GDP per capita (current US$)",1999,31493.2974031007
"Serbia","SRB","GDP per capita (current US$)",1999,2441.43038904421
"Sub-Saharan Africa (developing only)","SSA","GDP per capita (current US$)",1999,519.297189132004
"Sub-Saharan Africa (all income levels)","SSF","GDP per capita (current US$)",1999,520.730526045775
"Small states","SST","GDP per capita (current US$)",1999,2465.00783571029
"Suriname","SUR","GDP per capita (current US$)",1999,1861.59652433791
"Slovak Republic","SVK","GDP per capita (current US$)",1999,5636.57953222783
"Slovenia","SVN","GDP per capita (current US$)",1999,11441.9962270358
"Sweden","SWE","GDP per capita (current US$)",1999,30577.0817743892
"Swaziland","SWZ","GDP per capita (current US$)",1999,1476.77619184836
"Seychelles","SYC","GDP per capita (current US$)",1999,7747.61215872072
"Syrian Arab Republic","SYR","GDP per capita (current US$)",1999,993.829740934363
"Chad","TCD","GDP per capita (current US$)",1999,190.81541057709
"Togo","TGO","GDP per capita (current US$)",1999,331.972573146058
"Thailand","THA","GDP per capita (current US$)",1999,2043.90583224351
"Tajikistan","TJK","GDP per capita (current US$)",1999,178.297489732048
"Turkmenistan","TKM","GDP per capita (current US$)",1999,550.787024886125
"Tonga","TON","GDP per capita (current US$)",1999,1998.70122173604
"Trinidad and Tobago","TTO","GDP per capita (current US$)",1999,5383.5143356595
"Tunisia","TUN","GDP per capita (current US$)",1999,2426.38836272624
"Turkey","TUR","GDP per capita (current US$)",1999,4009.13389581265
"Tuvalu","TUV","GDP per capita (current US$)",1999,1460.07036174034
"Tanzania","TZA","GDP per capita (current US$)",1999,301.200487134765
"Uganda","UGA","GDP per capita (current US$)",1999,260.508566680634
"Ukraine","UKR","GDP per capita (current US$)",1999,635.772728491871
"Upper middle income","UMC","GDP per capita (current US$)",1999,1696.75411724631
"Uruguay","URY","GDP per capita (current US$)",1999,7247.3981619839
"United States","USA","GDP per capita (current US$)",1999,34620.9288990826
"Uzbekistan","UZB","GDP per capita (current US$)",1999,702.480744088873
"St. Vincent and the Grenadines","VCT","GDP per capita (current US$)",1999,3621.82759284837
"Venezuela, RB","VEN","GDP per capita (current US$)",1999,4078.28700182188
"Vietnam","VNM","GDP per capita (current US$)",1999,374.476420064783
"Vanuatu","VUT","GDP per capita (current US$)",1999,1477.83367296016
"West Bank and Gaza","PSE","GDP per capita (current US$)",1999,1499.60084329796
"World","WLD","GDP per capita (current US$)",1999,5343.98971704021
"Samoa","WSM","GDP per capita (current US$)",1999,1489.62215598716
"Yemen, Rep.","YEM","GDP per capita (current US$)",1999,441.569283356517
"South Africa","ZAF","GDP per capita (current US$)",1999,3183.14976906202
"Congo, Dem. Rep.","COD","GDP per capita (current US$)",1999,100.693243188015
"Zambia","ZMB","GDP per capita (current US$)",1999,330.217247958342
"Zimbabwe","ZWE","GDP per capita (current US$)",1999,554.226811838579
"Aruba","ABW","GDP per capita (current US$)",2011,25353.7875446441
"Andorra","AND","GDP per capita (current US$)",2011,41630.0525792977
"Afghanistan","AFG","GDP per capita (current US$)",2011,622.379654358451
"Angola","AGO","GDP per capita (current US$)",2011,5053.7386489293
"Albania","ALB","GDP per capita (current US$)",2011,4437.81199900225
"Arab World","ARB","GDP per capita (current US$)",2011,6911.56685935063
"United Arab Emirates","ARE","GDP per capita (current US$)",2011,39901.2209155518
"Argentina","ARG","GDP per capita (current US$)",2011,13392.9169036445
"Armenia","ARM","GDP per capita (current US$)",2011,3417.17183599915
"Antigua and Barbuda","ATG","GDP per capita (current US$)",2011,12817.8415733094
"Australia","AUS","GDP per capita (current US$)",2011,62216.5471294133
"Austria","AUT","GDP per capita (current US$)",2011,51123.5613291663
"Azerbaijan","AZE","GDP per capita (current US$)",2011,7189.69122920765
"Burundi","BDI","GDP per capita (current US$)",2011,240.614483459126
"Belgium","BEL","GDP per capita (current US$)",2011,47699.8070518961
"Benin","BEN","GDP per capita (current US$)",2011,799.03555913143
"Burkina Faso","BFA","GDP per capita (current US$)",2011,665.807446693793
"Bangladesh","BGD","GDP per capita (current US$)",2011,838.547801702232
"Bulgaria","BGR","GDP per capita (current US$)",2011,7750.03988003072
"Bahrain","BHR","GDP per capita (current US$)",2011,22238.7119502059
"Bahamas, The","BHS","GDP per capita (current US$)",2011,21514.8986531628
"Bosnia and Herzegovina","BIH","GDP per capita (current US$)",2011,4860.78162588457
"Belarus","BLR","GDP per capita (current US$)",2011,6305.77366247653
"Belize","BLZ","GDP per capita (current US$)",2011,4517.12399716883
"Bermuda","BMU","GDP per capita (current US$)",2011,85973.158416455
"Bolivia","BOL","GDP per capita (current US$)",2011,2377.70068972888
"Brazil","BRA","GDP per capita (current US$)",2011,13039.1216499582
"Barbados","BRB","GDP per capita (current US$)",2011,15530.8942915589
"Brunei Darussalam","BRN","GDP per capita (current US$)",2011,41787.0214028978
"Bhutan","BTN","GDP per capita (current US$)",2011,2485.78705216849
"Botswana","BWA","GDP per capita (current US$)",2011,7504.85090744898
"Central African Republic","CAF","GDP per capita (current US$)",2011,484.583218122008
"Canada","CAN","GDP per capita (current US$)",2011,52086.533524627
"Central Europe and the Baltics","CEB","GDP per capita (current US$)",2011,13869.2476850388
"Switzerland","CHE","GDP per capita (current US$)",2011,88002.6095703805
"Chile","CHL","GDP per capita (current US$)",2011,14582.1705192521
"China","CHN","GDP per capita (current US$)",2011,5574.18709336902
"Cote d'Ivoire","CIV","GDP per capita (current US$)",2011,1231.86783405173
"Cameroon","CMR","GDP per capita (current US$)",2011,1258.92465066853
"Congo, Rep.","COG","GDP per capita (current US$)",2011,3453.22122885647
"Colombia","COL","GDP per capita (current US$)",2011,7227.77082955644
"Comoros","COM","GDP per capita (current US$)",2011,790.568095579413
"Cabo Verde","CPV","GDP per capita (current US$)",2011,3766.11165442324
"Costa Rica","CRI","GDP per capita (current US$)",2011,8963.68005199176
"Caribbean small states","CSS","GDP per capita (current US$)",2011,9373.26121985724
"Cuba","CUB","GDP per capita (current US$)",2011,6092.61390179952
"Cyprus","CYP","GDP per capita (current US$)",2011,31836.6195112171
"Czech Republic","CZE","GDP per capita (current US$)",2011,21656.9414181786
"Germany","DEU","GDP per capita (current US$)",2011,45936.0812598523
"Djibouti","DJI","GDP per capita (current US$)",2011,1472.01420497368
"Dominica","DMA","GDP per capita (current US$)",2011,7023.35342821604
"Denmark","DNK","GDP per capita (current US$)",2011,61304.0612046553
"Dominican Republic","DOM","GDP per capita (current US$)",2011,5820.39629962598
"Algeria","DZA","GDP per capita (current US$)",2011,5447.40397556569
"East Asia & Pacific (developing only)","EAP","GDP per capita (current US$)",2011,4828.46485510947
"East Asia & Pacific (all income levels)","EAS","GDP per capita (current US$)",2011,8685.08245953964
"Europe & Central Asia (developing only)","ECA","GDP per capita (current US$)",2011,6633.3998537156
"Europe & Central Asia (all income levels)","ECS","GDP per capita (current US$)",2011,25700.805106598
"Ecuador","ECU","GDP per capita (current US$)",2011,5223.37757490143
"Egypt, Arab Rep.","EGY","GDP per capita (current US$)",2011,2816.66694347778
"Euro area","EMU","GDP per capita (current US$)",2011,40431.8655949597
"Eritrea","ERI","GDP per capita (current US$)",2011,544.462431141676
"Spain","ESP","GDP per capita (current US$)",2011,31832.2380807085
"Estonia","EST","GDP per capita (current US$)",2011,17453.7537611724
"Ethiopia","ETH","GDP per capita (current US$)",2011,355.588991513187
"European Union","EUU","GDP per capita (current US$)",2011,36245.7525996838
"Fragile and conflict affected situations","FCS","GDP per capita (current US$)",2011,1430.45380896714
"Finland","FIN","GDP per capita (current US$)",2011,50787.5649828531
"Fiji","FJI","GDP per capita (current US$)",2011,4351.91933412407
"France","FRA","GDP per capita (current US$)",2011,43807.4759032413
"Faroe Islands","FRO","GDP per capita (current US$)",2011,50910.4340505074
"Micronesia, Fed. Sts.","FSM","GDP per capita (current US$)",2011,2998.64219722448
"Gabon","GAB","GDP per capita (current US$)",2011,11530.1472010731
"United Kingdom","GBR","GDP per capita (current US$)",2011,41020.3769643089
"Georgia","GEO","GDP per capita (current US$)",2011,3725.06322121592
"Ghana","GHA","GDP per capita (current US$)",2011,1587.19087274761
"Guinea","GIN","GDP per capita (current US$)",2011,447.790989285501
"Gambia, The","GMB","GDP per capita (current US$)",2011,516.984254988416
"Guinea-Bissau","GNB","GDP per capita (current US$)",2011,659.48378002406
"Equatorial Guinea","GNQ","GDP per capita (current US$)",2011,22944.9262899318
"Greece","GRC","GDP per capita (current US$)",2011,25914.6815458943
"Grenada","GRD","GDP per capita (current US$)",2011,7410.76111516485
"Greenland","GRL","GDP per capita (current US$)",2011,44010.3332192995
"Guatemala","GTM","GDP per capita (current US$)",2011,3166.58252336822
"Guyana","GUY","GDP per capita (current US$)",2011,3408.72541887366
